Judul,Harga,Lokasi,Kota,Provinsi,Tipe Properti,Kamar Tidur,Kamar Mandi,Luas Total,Nama Agen,Link
Di Jual Murah Apartemen Hook Full Furnish Lokasi Strategis Di Margonda Depok,275000000.0,"Pondok Cina, Beji, Depok, Jawa Barat",Depok,Jawa Barat,Apartemen,1.0,1.0,24.0,Budi - Brown & White Property,https://www.lamudi.co.id/properti/41032-73-b1900a997f20-e11c-19dd883-8bcf-7283
Apartemen U Residence Studio jual,450000000.0,"Lippo Village, Kelapa Dua, Kelapa Dua, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1.0,1.0,47.0,Independent Agent - Aniez Zarwendah,https://www.lamudi.co.id/properti/41032-73-1f37f3994021-3e86-19b92aa-90b0-7337
APARTEMEN BSD MURAH 1 BR SIap Huni di BSD City Kawasan Premium Strategis,780000000.0,"BSD Grand CBD, BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1.0,1.0,35.0,mochamad syarief,https://www.lamudi.co.id/properti/41032-73-74c5e54145e9-957a-19dd857-8186-731c
APARTEMEN BSD MURAH DIJUAL STUDIO SAMPING AEON  MALL BSD DKT AKSES TOL,500000000.0,"BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1.0,1.0,23.0,mochamad syarief,https://www.lamudi.co.id/properti/41032-73-5aef2d27a2cb-e7a8-19de6c3-a5d7-71a2
APARTEMEN BSD SERPONG SIAP HUNI CICILAN 3 JUTAAN SAMPING AEON MALL BSD,500000000.0,"BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1.0,1.0,23.0,mochamad syarief,https://www.lamudi.co.id/properti/41032-73-bcdcae6790d4-4028-19de6db-98f0-7730
apartement Gunawangsa Manyar 2 Bedroom full furnished lantai 8,350000000.0,"RW 07, Menur Pumpungan, Sukolilo, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,2.0,1.0,36.0,David Nie - XM Darmo Permai,https://www.lamudi.co.id/properti/41032-73-1142b4803d39-4d96-19e48fe-a2aa-782d
Dijual Rumah Murah di Bekasi 2 Lantai FREE 2 TV,942000000.0,"Taman Rahayu, Kab Bekasi, Jawa Barat",Kab Bekasi,Jawa Barat,Apartemen,90.0,2.0,70.0,Tuvi Truvitas,https://www.lamudi.co.id/properti/41032-73-eeeb82d90a82-6577-19cbc85-85c3-70c6
TURUN HARGA-Dijual  Murah dan Cepat Siap Huni Apartemen Di Baileys City Full Furnished,255000000.0,"Ciputat, Ciputat, Tangerang Selatan, Banten",Tangerang Selatan,Banten,Apartemen,1.0,1.0,25.0,Adi,https://www.lamudi.co.id/jual/banten/tangerang-selatan/dijual-cepat-275-juta-apart-bailey-s-city-furnishe-175591967045/
Dijual Murah !!! Apartemen 31 Sudirman 3+1 Signature Full Furniture,4800000000.0,"Mangkura, Mangkura, Ujung Pandang, Makassar, Sulawesi Selatan",Makassar,Sulawesi Selatan,Apartemen,4.0,3.0,123.0,Duta Properti Makassar - nasrah,https://www.lamudi.co.id/jual/sulawesi-selatan/makassar/dijual-murah-apartemen-31-sudirman-3-1-signature-f-175576497752/
Dijual 2.6M Fully Furnished 2 Bed Apartemen Central Park Residences Tower Adeline,2600000000.0,"RW 05, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Jakarta Barat,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,80.0,Global Property,https://www.lamudi.co.id/properti/41032-73-261bccbbfbb0-f937-19d4217-a682-7234
Di Jual Aparment Senayan Residance,3300000000.0,"RW 01, Senayan, Kebayoran Baru, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,1.0,1.0,80.0,Agung - PT. Balai Lelang Perdana,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/di-jual-aparment-senayan-residance-174885566916/
Dijual Turun Harga Apartemen Parahyangan Residence 2BR lantai 2 Dekat Kampus,599000000.0,"Ciumbuleuit, Cidadap, Kota Bandung, Jawa Barat",Kota Bandung,Jawa Barat,Apartemen,2.0,1.0,42.0,Dicovery Property,https://www.lamudi.co.id/properti/41032-73-f88e44cd8053-3a0-19ea5d3-9024-7752
DIJUAL APARTEMEN 57 PROMENADE 2 BR Lantai Atas THAMRIN / BUNDARAN HI,6900000000.0,"RW 05, Gondangdia, Menteng, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,2.0,103.0,DutaPro (PT. Duta Primajaya Properti),https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/dijual-apartemen-57-promenade-2-br-lantai-atas-tha-170557336923/
Dijual Harga di Bawah Pasaran Apartemen Parahyangan Residence 2 BR Dekat Kampus,600000000.0,"Hegarmanah, Cidadap, Kota Bandung, Jawa Barat",Kota Bandung,Jawa Barat,Apartemen,2.0,1.0,42.0,Dicovery Property,https://www.lamudi.co.id/properti/41032-73-44d0b392b899-bf2c-19cc104-a8b0-7698
APARTEMEN PARAGON SOLO DIJUAL 3 BR MURAH,1500000000.0,"Purwosari, Surakarta, Jawa Tengah",Surakarta,Jawa Tengah,Apartemen,3.0,2.0,75.0,Susanto Liem - ERA iREA Solo,https://www.lamudi.co.id/properti/41032-73-49f45e86cb21-e1a7-19ad2b1-8451-716c
Harga di Bawah Pasaran Apartemen Parahyangan Residence 2BR Hook Lt 10 Dekat Kampus Unpar,600000000.0,"Hegarmanah, Cidadap, Kota Bandung, Jawa Barat",Kota Bandung,Jawa Barat,Apartemen,2.0,1.0,44.0,Dicovery Property,https://www.lamudi.co.id/jual/jawa-barat/bandung/jual-cepat-apartemen-parahyangan-residence-2br-hoo-174170571546/
JUAL MURAH APARTEMEN SKY HOUSE BSD TIPE 2 BEDROOM,800000000.0,"BSD Grand CBD, BSD City, Pagedangan, Pagedangan, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,2.0,1.0,51.0,sopi restia,https://www.lamudi.co.id/properti/41032-73-d3258b9440e4-b09a-19dbec4-a37d-7395
JUAL APARTEMEN MURAH SKY HOUSE BSD TIPE STUDIO,400000000.0,"BSD Grand CBD, BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1.0,1.0,23.0,sopi restia,https://www.lamudi.co.id/properti/41032-73-412b7501fad4-1bd2-19dbe4b-8d47-7676
HUNIAN APARTEMEN di MALL OF INDONESIA KELAPA GADING-  FULLY FURNISHED untuk DIJUAL /DISEWAKAN,1900000000.0,"RW 19, Kelapa Gading Barat, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,4.0,3.0,110.0,Sansan - Xavier Marks Sky Gading,https://www.lamudi.co.id/properti/41032-73-dac101c43e19-3f78-19c8694-a3ed-7f34
"2 bedroom Jungle Apartments in Kaba Kaba, Canggu, Bali - Amazona Jungle Resort",3780000000.0,"Cepaka, Tabanan, Bali",Tabanan,Bali,Apartemen,2.0,1.0,85.0,Coco Development Group,https://www.lamudi.co.id/properti/41032-73-2857389e45ca-8095-191c02a-82ed-78cb
"1 bedroom Jungle Apartments in Kaba Kaba, Canggu, Bali - Amazona Jungle Resort",3240000000.0,"Cepaka, Tabanan, Bali",Tabanan,Bali,Apartemen,1.0,1.0,76.0,Coco Development Group,https://www.lamudi.co.id/properti/41032-73-27105cdbb5fb-924-191c025-82ed-78cb
"1 bedroom Jungle Apartments in Kaba Kaba, Canggu, Bali - Amazona Jungle Resort",3010000000.0,"Cepaka, Tabanan, Bali",Tabanan,Bali,Apartemen,1.0,1.0,70.0,Coco Development Group,https://www.lamudi.co.id/properti/41032-73-1d9cf6c71328-ab74-191c01c-82ed-78cb
"1 bedroom Jungle Apartments in Kaba Kaba, Canggu, Bali - Amazona Jungle Resort",2930000000.0,"Cepaka, Tabanan, Bali",Tabanan,Bali,Apartemen,1.0,1.0,67.0,Coco Development Group,https://www.lamudi.co.id/properti/41032-73-12ec4679f502-fc37-191c00d-82ed-78cb
"1 bedroom Jungle Apartments in Kaba Kaba, Canggu, Bali - Amazona Jungle Resort",2240000000.0,"Cepaka, Tabanan, Bali",Tabanan,Bali,Apartemen,1.0,1.0,40.0,Coco Development Group,https://www.lamudi.co.id/properti/41032-73-82f96da072ba-c477-191bc99-8b73-7159
Jual cepat Bizloft tower 5,980000000.0,"Lippo Village, Kelapa Dua, Kelapa Dua, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,2.0,1.0,47.0,Independent Agent - Aniez Zarwendah,https://www.lamudi.co.id/properti/41032-73-8db23c293b3f-13e8-19c1747-9ccd-7189
U residence studio tower 2 jual cepat,425000000.0,"Lippo Village, Kelapa Dua, Kelapa Dua, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,2.0,1.0,47.0,Independent Agent - Aniez Zarwendah,https://www.lamudi.co.id/properti/41032-73-d665f2cf8821-c388-19d8d29-b57b-771c
"3 Bedroom Anandamaya Residence Tower 1  - semi furnished, unblock view",23000000000.0,"RW 05, Karet Tengsin, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Apartemen,3.0,3.0,267.0,Tantea Hestiwening,https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/disewakan-2-bedroom-district-8-bagus-175416495388/
di jual apartemen studio U residence lantai rendah,600000000.0,"Cibodas Baru, Cibodas, Tangerang, Banten",Tangerang,Banten,Apartemen,1.0,1.0,27.0,Nana - Asia One Kelapa Gading,https://www.lamudi.co.id/properti/41032-73-50e29eed4645-7278-19d8fed-89ff-73a3
Ciputra International Puri Tipe 3 Bedroom,3140000000.0,"RW 04, Rawa Buaya, Cengkareng, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Jakarta Barat,Daerah Khusus Ibukota Jakarta,Apartemen,3.0,2.0,118.0,PT Ciputra Development Tbk - Ciputra International Puri,https://www.lamudi.co.id/properti/41032-73-54f3aae302c9-8bfb-19cdbf6-8f33-7116
"Tak Perlu Modal Milyaran! Mulai Properti Kost di Bogor, 11 Apartkost Sudah Teruji, Launching Tower terbaru, Harga mulai 200jt",275000000.0,"Cikarawang, Dramaga, Kab Bogor, Jawa Barat",Kab Bogor,Jawa Barat,Apartemen,1.0,1.0,12.0,Mitra Properti Syariah,https://www.lamudi.co.id/properti/41032-73-81c1fdd98e20-1739-19ca872-87db-7728
Apartment Lantai Tinggi Full Furnish dengan View laut,1250000000.0,"Teluk Tering, Teluk Tering, Batam Kota, Batam",Batam Kota,Batam,Apartemen,2.0,1.0,47.0,Rifaldo Hardion,https://www.lamudi.co.id/properti/41032-73-e2498e2f553b-3e54-19e1b06-bc90-7ec2
Dijual dan atau Disewakan Apartment The Kensington,4200000000.0,"RW 01, Kelapa Gading Timur, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,3.0,2.0,148.0,Nana - Asia One Kelapa Gading,https://www.lamudi.co.id/properti/41032-73-233ebeefc9fa-3bff-19d9a15-acb1-7c7f
"Apartemen Meikarta lantai 20an, Mewah Full Furnised, Tower Sevilla",435000000.0,"Kota Jababeka, Sertajaya, Kab Bekasi, Jawa Barat",Kab Bekasi,Jawa Barat,Apartemen,2.0,1.0,47.0,Purnama Property,https://www.lamudi.co.id/properti/41032-73-5065e8550083-b952-19d81e4-8149-74e2
Harga di Bawah Pasaran Apartemen Galeri Ciumbuleuit 3 ( GCA 3 ) Dekat Kampus,485000000.0,"Hegarmanah, Cidadap, Kota Bandung, Jawa Barat",Kota Bandung,Jawa Barat,Apartemen,1.0,1.0,33.0,Dicovery Property,https://www.lamudi.co.id/properti/41032-73-12e9528c88a4-27f9-19cfa1c-b715-727d
Elevee Residences Kondominium 2BR di Alam sutera,2350000000.0,"Sukaasih, Tangerang, Tangerang, Banten",Tangerang,Banten,Kondominium,2.0,1.0,88.0,Harnov Properti Indonesia,https://www.lamudi.co.id/jual/banten/tangerang/elevee-residences-kondominium-2br-di-alam-sutera-173468714278/
Apartemen Intermark Tuscany 2BR Lokasi Paling Strategis Dekat Toll Lingkar Luar Jakarta Pondok Indah,650000000.0,"Pondok So, Rawa Mekar Jaya, Serpong, Tangerang Selatan, Banten",Tangerang Selatan,Banten,Apartemen,2.0,1.0,54.0,Harnov Properti Indonesia,https://www.lamudi.co.id/jual/banten/tangerang-selatan/apartemen-intermark-tuscany-2br-fasilitas-lengkap-175557261586/
Apartemen Intermark BSD 2BR Hunian Paling Strategis Dekat Toll Lingkar Luar Jakarta Serpong Tangerang Selatan,650000000.0,"Pondok So, Rawa Mekar Jaya, Serpong, Tangerang Selatan, Banten",Tangerang Selatan,Banten,Apartemen,2.0,1.0,54.0,Harnov Properti Indonesia,https://www.lamudi.co.id/jual/banten/tangerang-selatan/apartemen-intermark-tuscany-2br-hunian-paling-stra-175557251464/
Apartemen Aeropolis STUDIO  Hunian Strategis Dekat Bandara Soetta Tangerang Kota,105000000.0,"Neglasari, Neglasari, Tangerang, Banten",Tangerang,Banten,Apartemen,1.0,1.0,12.0,Harnov Properti Indonesia,https://www.lamudi.co.id/jual/banten/tangerang/apartemen-aeropolis-studio-hunian-terbaik-tangeran-175523585836/
Aeropolis Apartemen 2Kmar Tidur Siap Hunian Paling Strategis Dekat Bandara Soetta.,165000000.0,"Neglasari, Neglasari, Tangerang, Banten",Tangerang,Banten,Apartemen,2.0,2.0,28.0,Harnov Properti Indonesia,https://www.lamudi.co.id/jual/banten/tangerang/apartemen-aeropolis-2br-siap-huni-tangerang-175523536779/
Tokyo Riverside Apartemen Studiio PIK2,388000000.0,"RW 03, Kamal Muara, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,1.0,1.0,21.0,Harnov Properti Indonesia,https://www.lamudi.co.id/jual/jakarta/jakarta-utara/apartemen-tokyo-riverside-di-pik-2-173035866392/
Apartemen Aeropolis  STUDIO Hunian Strategis Fasilitas Lengkap Tangerang Kota,125000000.0,"Neglasari, Neglasari, Tangerang, Banten",Tangerang,Banten,Apartemen,1.0,1.0,12.0,Harnov Properti Indonesia,https://www.lamudi.co.id/jual/banten/tangerang/apartemen-aeropolis-studio-hunian-terbaik-fasilita-175211817799/
"Juragan Kost di project apartkost favorit, kini hadir dengan kamar mezzanine, fasilitas lengkap dengan okupansi tinggi",275000000.0,"Dramaga, Dramaga, Kab Bogor, Jawa Barat",Kab Bogor,Jawa Barat,Apartemen,1.0,1.0,12.0,MPS Properti,https://www.lamudi.co.id/properti/41032-73-c40ddeabc07c-9cb8-19c9320-9035-7415
"Jadi Juragan Kost Modal 200jtan saja, lokasi ring 1 IPB Bogor, lokasi dalam kawasan dengan 8 tower apartkost yang sudah terbangun",220000000.0,"Cikarawang, Dramaga, Kab Bogor, Jawa Barat",Kab Bogor,Jawa Barat,Apartemen,1.0,1.0,12.0,MPS Properti,https://www.lamudi.co.id/properti/41032-73-533c74f59cbd-dac-19c930c-8b73-75e1
"2 Unit Kamar Lagi di Project Apartkost Premium Dramaga Bogor, harga sewa paling tinggi dikelasnya",275000000.0,"Cikarawang, Dramaga, Kab Bogor, Jawa Barat",Kab Bogor,Jawa Barat,Apartemen,1.0,1.0,12.0,MPS Properti,https://www.lamudi.co.id/properti/41032-73-470b7ed155d6-58e-19c934f-83f7-70e2
Dijual Unit Unfurnsihed Tower Atas Mall,430000000.0,"RW 02, Cempaka Putih Timur, Cempaka Putih, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,33.0,Dede Novianti - Independent Agent,https://www.lamudi.co.id/properti/41032-73-7f34e1cb1096-1c57-19efcef-9009-77ae
Dijual Apartement 2BR Furnish Di Podomoro Golf View,520000000.0,"Podomoro Golf View, Bojong Nangka, Gunung Putri, Kab Bogor, Jawa Barat",Kab Bogor,Jawa Barat,Apartemen,2.0,1.0,35.0,ridhwan ibrahim,https://www.lamudi.co.id/properti/41032-73-40d0c6673a-5ab4-19d0a40-9d69-7391
Apt Casa Grande Jakarta Selatan 2 kamar Luas dan  Interior simple,2300000000.0,"RW 12, Menteng Dalam, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,79.0,Seproperty Jakarta,https://www.lamudi.co.id/properti/41032-73-5eec78ff218c-85a8-19ac44b-b09a-7634
jual apartemen Gunawangsa tidar murah pusat kota Surabaya,270000000.0,"RW 04, Petemon, Sawahan, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,1.0,1.0,28.0,Agus Liu,https://www.lamudi.co.id/properti/41032-73-47ec22e20055-4004-19dec99-9fcd-71b3
Dijual 4 Bedroom District 8 Infinity Tower – JARANG ADA - BAGUS,16000000000.0,"RW 01, Senayan, Kebayoran Baru, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,4.0,3.0,228.0,Tantea Hestiwening,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/5-bedroom-rumah-cocok-untuk-cafe-resto-commercial-174549055243/
Jual Apartemen Belmont Kedoya 1KT Semi Furnished Murah Siap Huni nego sampai Deal,450000000.0,"RW 02, Meruya Utara, Kembangan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Jakarta Barat,Daerah Khusus Ibukota Jakarta,Apartemen,1.0,1.0,36.0,Wahyu Jeremias Teinal,https://www.lamudi.co.id/properti/41032-73-8fe8d63331a1-b910-19ed492-b956-7465
Dijual Apartemen SQ Res 1 BR + 1 Study Room Jakarta Selatan,2450000000.0,"RW 09, Cilandak Barat, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,60.0,Raini_Amazing Realty,https://www.lamudi.co.id/properti/41032-73-ba8ebbde2bfb-45da-19ac88a-9d9f-7207
TAKE OVER DP!!! JUAL APARTEMEN MURAH MAJAPAHIT SUITES,115000000.0,"Kranggan, Bekasi, Jawa Barat",Bekasi,Jawa Barat,Apartemen,1.0,1.0,22.0,Ardhito Rizky,https://www.lamudi.co.id/properti/41032-73-96d7de9dd3d4-9f5e-19e5db6-8209-7537
jual murah Apartemen U Residence karawaci,450000000.0,"Lippo Village, Kelapa Dua, Kelapa Dua, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1.0,1.0,35.0,Independent Agent --Chata,https://www.lamudi.co.id/properti/41032-73-d29e33f65ea6-10a-19e9685-abe2-7f5d
2 Bedroom Anandamaya - Semi Furnished - TURUN HARGA,7000000000.0,"RW 05, Karet Tengsin, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,2.0,133.0,Tantea Hestiwening,https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/2-bedroom-anandamaya-semi-furnished-174290570893/
Hunian Minimalis Modern Akses LRT,800000000.0,"RW 06, Ciracas, Ciracas, Jakarta Timur, Daerah Khusus Ibukota Jakarta",Jakarta Timur,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,36.0,Rizky - LRT City Ciracas,https://www.lamudi.co.id/properti/41032-73-31524ba3ce09-87fa-19b02e1-8be5-7562
Dijual NEGO Condo Taman Anggrek 2BR Fully Furnished JakBar Grogol,3700000000.0,"RW 07, Grogol, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Jakarta Barat,Daerah Khusus Ibukota Jakarta,Kondominium,2.0,3.0,99.0,Julia Keiko,https://www.lamudi.co.id/jual/jakarta/jakarta-barat/dijual-nego-condo-taman-anggrek-2br-fully-furnishe-175567621373/
For rental and sale,4300000000.0,"RW 10, Karet, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,2.0,95.0,Zantedeschia Property,https://www.lamudi.co.id/properti/41032-73-25936205e8ed-991c-19e07dd-bb87-7274
"Apartemen Top 3 kamar Furnished The Kuningan Best View & Location, Harga miring",1450000000.0,"RW 02, Menteng Atas, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,3.0,2.0,88.0,Aditya-Tumbuan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/apartemen-3-kamar-furnished-the-kuningan-place-neg-175045871489/
Jual BU Apartemen Akasa Pure Living 1BR Full Furnished BSD 5 Menit Ke Binus,345000000.0,"Babakan, BSD City, Serpong, Tangerang Selatan, Banten",Tangerang Selatan,Banten,Apartemen,1.0,1.0,23.0,Kiki Spesialis Properti BU,https://www.lamudi.co.id/properti/41032-73-94f4aad8e308-e02e-19a457f-ae5e-75ba
Jual BU Apartemen Roseville SOHO & Suites 1BR Full Furnished Selangkah Ke BSD Square & Sunburst CBD,690000000.0,"BSD Sunburst CBD, Babakan, BSD City, Serpong, Tangerang Selatan, Banten",Tangerang Selatan,Banten,Apartemen,1.0,1.0,40.0,Kiki Spesialis Properti BU,https://www.lamudi.co.id/properti/41032-73-fc11544d4065-8e-19d38ec-80c3-76f2
"Jual Cepat, Dibawah Harga Launching. 1BR Grand Sungkono Lagoon",790000000.0,"Bukit Mas, RW 07, Dukuh Pakis, Dukuh Pakis, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,1.0,1.0,35.0,Farhan (Grand Sungkono Lagoon),https://www.lamudi.co.id/properti/41032-73-6eff3827658f-7a01-1999f51-8f17-7530
"Apartemen Sherwood Twr Wellington, Kelapa Gading",4250000000.0,"RW 13, Kelapa Gading Timur, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,3.0,2.0,142.0,Julius Ade Tjandrawidjaja - Ray White Kelapa Gading,https://www.lamudi.co.id/properti/41032-73-b706249af9d4-debb-db9b2711-8447-45ca
Apartemen dekat Stasiun Lrt di Jakarta 2 kamar,1580000000.0,"RW 06, Ciracas, Ciracas, Jakarta Timur, Daerah Khusus Ibukota Jakarta",Jakarta Timur,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,61.0,LRT CITY CIRACAS - Rio Deskanata,https://www.lamudi.co.id/properti/41032-73-51d90760357b-c543-19b022c-af45-7f36
Pakubuwono Menteng FOR SALE Fully Furnished,18500000000.0,"RW 03, Kebon Sirih, Menteng, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Apartemen,3.0,3.0,210.0,Anastasia Soeprajogi - Pakubuwono Development,https://www.lamudi.co.id/properti/41032-73-86b86abcd556-5022-19a5cbe-b6b3-7f21
"Jual Apartemen Studio Tamansari Semanggi Fully Furnished Lokasi Strategis Setiabudi, Sudirman, Kuningan, dan Senayan",975000000.0,"RW 02, Karet Semanggi, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,1.0,1.0,29.0,Martians Realty,https://www.lamudi.co.id/properti/41032-73-7f51392a3362-4573-19aaa9f-a021-75c3
TURUN HARGA JUAL CEPAT HARUS DEAL APARTMENT DAAN MOGOT CITY 2 BR HARGA MENJADI 900 jt,900000000.0,"RW 13, Semanan, Kalideres, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Jakarta Barat,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,57.0,Denny - Gading Pro Harapan Indah,https://www.lamudi.co.id/properti/41032-73-b8a1e079058a-cabf-19d6c37-b122-7dea
Dijual Apartemen Praxis Pusat Kota Surabaya,750000000.0,"RW 03, Embong Kaliasin, Genteng, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,1.0,1.0,49.0,Michael - Be The Best Property,https://www.lamudi.co.id/properti/41032-73-b0ac897ef379-baf3-19c8344-80a2-7771
Dijual Apartemen U Residence 1 studio Lippo karawaci,550000000.0,"Lippo Village, Kelapa Dua, Kelapa Dua, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1.0,1.0,35.0,Independent Agent --Chata,https://www.lamudi.co.id/jual/banten/tangerang/dijual-apartemen-u-residence-1-studio-lippo-karawa-17472740390/
Apartemen SHM di Pusat Kota dekat Gerbang Tol Semanggi J-48786,1610000000.0,"RW 04, Karet, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,2.0,74.0,Pashouses,https://www.lamudi.co.id/properti/41032-73-a928e54e59c3-6efe-cedce054-8654-48b0
"Dijual Apartemen 2 BR Casablanca Mansion Jakarta Selatan Dekat Tebet, Kuningan, Sudirman dan Gatsu",875000000.0,"RW 05, Menteng Dalam, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,42.0,Martians Realty,https://www.lamudi.co.id/properti/41032-73-1889430bb483-aac8-19e4a54-8e06-73f5
Dijual Cepat Apt Sudirman Park 2BR FF Dekat SCBD - HARGA NEGO,1050000000.0,"RW 09, Karet Tengsin, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,48.0,Martians Realty,https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/dijual-cepat-apt-sudirman-park-2br-ff-dekat-scbd-h-175395703673/
Dijual Apartemen The Boulevard 1BR Siap Huni Dekat Monas - Gambir,900000000.0,"RW 05, Kampung Bali, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Apartemen,1.0,1.0,45.0,Martians Realty,https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/dijual-apartemen-the-boulevard-1br-siap-huni-dekat-172853435259/
Dijual Cepat Apartemen Unit Studio Tamansari Sudirman Setiabudi Jaksel,660000000.0,"RW 01, Karet, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,1.0,1.0,24.0,Martians Realty,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-cepat-apartemen-unit-studio-tamansari-sudir-175335176030/
Dijual Apartemen Studio Tamansari Sudirman Setiabudi Jakarta Selatan,650000000.0,"RW 01, Karet, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,1.0,1.0,24.0,Martians Realty,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-apartemen-studio-tamansari-sudirman-setiabu-174746424454/
Jual Cepat Apartemen Cosmo Terrace 2BR Unit HOOK Full Furnish Thamrin,1300000000.0,"RW 09, Kebon Melati, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,50.0,Martians Realty,https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/jual-cepat-apartemen-cosmo-terrace-2br-unit-hook-f-17571441220/
